STAFF_NAME;College Name;Department;TEACH_TIME;TOTAL_VALID_TIME;PU 2012;PU 2013;PU 2014
anonymous teacher 57628329;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;1103.66;1153.66;;;
anonymous teacher 57636808;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";345.97;345.97;;;
anonymous teacher 57667332;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";790.48;925.48;;;
anonymous teacher 57680141;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 57685006;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;171.71;171.71;;;
anonymous teacher 57710283;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;636;636;;;
anonymous teacher 57746228;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;206.5;206.5;;;
anonymous teacher 57756071;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";1058.33;1137.33;;;8
anonymous teacher 57771601;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1413;1413;;;
anonymous teacher 57776246;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";831.87;861.87;;4;
anonymous teacher 57794532;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 57813497;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;140.87;140.87;;;
anonymous teacher 57834411;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1254;1254;;;
anonymous teacher 57891398;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;110.37;110.37;;;6.6
anonymous teacher 57933520;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;171;171;;;
anonymous teacher 5794449;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;241.24;241.24;;;
anonymous teacher 57968421;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1816.7;1931.7;48;124.4;57.8
anonymous teacher 5797652;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;713.52;1040.52;422.8;81;703.68
anonymous teacher 57978451;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;25;25;;;
anonymous teacher 5801508;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;140.87;140.87;;;
anonymous teacher 58025084;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";67.5;67.5;;;
anonymous teacher 58048424;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";728.24;953.74;;120;90
anonymous teacher 58077673;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;635.82;680.82;60;30;
anonymous teacher 58151217;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;81.42;81.42;;;
anonymous teacher 58236121;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;701.87;848.87;54.6;377.08;178.4
anonymous teacher 58244186;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;461.1;461.1;;;
anonymous teacher 58246301;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;455;455;;;
anonymous teacher 58252818;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";215.5;215.5;;;
anonymous teacher 58285435;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;176.37;176.37;;;
anonymous teacher 58290227;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;228.5;228.5;;;
anonymous teacher 58306618;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;928.49;928.49;;;
anonymous teacher 58308813;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";128.5;128.5;;;
anonymous teacher 58435678;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;8;8;;;
anonymous teacher 58506130;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;750.75;908.75;69.6;60;95.8
anonymous teacher 58577947;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;772.5;772.5;;;
anonymous teacher 5857816;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;349.6;349.6;;;
anonymous teacher 5862847;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;58.87;443.87;;;
anonymous teacher 58661303;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3236.62;3236.62;;;
anonymous teacher 58661863;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";548;1523;38;113.8;15
anonymous teacher 58682317;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";844.12;844.12;;;
anonymous teacher 58777673;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";370.87;370.87;;;
anonymous teacher 5881172;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;150;488;370.95;146.6;369.6
anonymous teacher 58821765;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;757.45;787.45;;;
anonymous teacher 58828733;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;1426.12;2335.12;106.8;208.8;171
anonymous teacher 5884742;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;209.5;209.5;;;
anonymous teacher 58864588;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;644.79;870.79;247;63.2;62
anonymous teacher 58873454;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;617.13;1028.13;124.2;151.2;155.4
anonymous teacher 58879432;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;33;33;;;
anonymous teacher 58892111;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;28.12;28.12;;;9.6
anonymous teacher 58904393;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1626.23;1626.23;;;
anonymous teacher 58908912;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;571.99;639.99;;;
anonymous teacher 58954864;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";854.62;854.62;;;
anonymous teacher 58957626;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";65.62;65.62;;;
anonymous teacher 58971435;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;60.88;60.88;;;
anonymous teacher 59010780;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 59011049;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;613.37;613.37;;;
anonymous teacher 59068146;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1898.75;2003.75;;;
anonymous teacher 59143753;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";912.04;912.04;;;
anonymous teacher 59196415;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;1805.37;2399.37;61.8;153;214
anonymous teacher 59200508;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;677.02;1444.02;44;30;194.8
anonymous teacher 59229501;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;58.26;58.26;;;
anonymous teacher 5927674;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;553.75;553.75;;;
anonymous teacher 59279754;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;311.25;311.25;;;
anonymous teacher 59294277;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 59321063;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;581.75;761.75;19.8;;48
anonymous teacher 59325203;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;85.88;85.88;;;
anonymous teacher 59330531;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;77.14;77.14;;;
anonymous teacher 59332010;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;1512.37;1512.37;;;
anonymous teacher 59338313;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;140;140;19.8;45;
anonymous teacher 59385316;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;107.25;107.25;;;
anonymous teacher 59389992;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;466.98;466.98;;;
anonymous teacher 59410552;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";942;1482;245.8;197.6;179.4
anonymous teacher 5942476;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;0;1048;15;134;62
anonymous teacher 59493476;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1612.61;1642.61;30;;30
anonymous teacher 59503900;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3268.5;3268.5;;;
anonymous teacher 59591909;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;406;406;;;
anonymous teacher 59602244;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;921;921;30;;30
anonymous teacher 59642046;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;0;1171;;38.4;147
anonymous teacher 59658335;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";478.25;478.25;;;
anonymous teacher 59672318;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;775.5;775.5;;;
anonymous teacher 59731781;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;1083.82;1489.82;27.8;38;75
anonymous teacher 59922302;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;460.87;460.87;;;
anonymous teacher 59981268;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;0;45;;72;12
anonymous teacher 59996969;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;460.25;527.25;30;60;
anonymous teacher 60019511;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;714;714;;;
anonymous teacher 60024634;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";121.24;121.24;;;
anonymous teacher 60102064;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;599.62;599.62;;;
anonymous teacher 60106414;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;0;90;8;;242.64
anonymous teacher 60132876;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;836.04;1009.04;;;
anonymous teacher 60178860;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;760.98;805.98;;;8
anonymous teacher 60206912;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;668.91;735.91;90;;30
anonymous teacher 60237001;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;443.46;443.46;;;
anonymous teacher 60242385;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;1324.25;1324.25;;;
anonymous teacher 60277634;COLLEGE OF HUMANITIES;SCHOOL OF BUILT ENV & DEV STUD;220;513;47.1;;60
anonymous teacher 6030594;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;15;15;;1.2;5.2
anonymous teacher 60309072;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;315;315;;;
anonymous teacher 60321249;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;956.74;956.74;;;
anonymous teacher 60349458;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;1647.24;1918.24;15;;
anonymous teacher 6039747;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";639.37;639.37;;;
anonymous teacher 60438769;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;421.5;421.5;;;15
anonymous teacher 60449220;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;818.75;1409.75;4.95;;12
anonymous teacher 60480304;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;1017.5;1017.5;;;
anonymous teacher 60516577;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;1067.2;1111.2;;;
anonymous teacher 60524704;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3298.5;3298.5;;;
anonymous teacher 60541874;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;1323.37;1797.37;145.45;76;16
anonymous teacher 60547731;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;578.29;623.29;;;
anonymous teacher 60595209;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;378.37;831.37;349.8;180;54
anonymous teacher 60625522;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;550;550;;;
anonymous teacher 60644375;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;40;40;;;
anonymous teacher 60692202;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;661.35;661.35;;;
anonymous teacher 60710383;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;47.37;47.37;;;
anonymous teacher 60737422;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;1474.5;1474.5;;;
anonymous teacher 60743752;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;124.59;124.59;;;
anonymous teacher 60779977;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;1123.75;1587.75;;64;60
anonymous teacher 60797789;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1517;1517;;;
anonymous teacher 60801373;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;350.64;1476.14;127.2;152.6;159.6
anonymous teacher 60811452;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;153;153;;;
anonymous teacher 60836539;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;518.74;1150.74;454;450;155
anonymous teacher 60867848;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;105;105;;;
anonymous teacher 60870064;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;865.98;933.98;1.32;;
anonymous teacher 609546;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;365.25;365.25;;;
anonymous teacher 60967971;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";133.5;133.5;;;
anonymous teacher 61008028;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";205.5;205.5;;;
anonymous teacher 61096470;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;105.93;105.93;;;
anonymous teacher 6111765;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;1134.87;1134.87;27.8;80;30
anonymous teacher 61206046;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;890.75;1063.75;30;;
anonymous teacher 61215489;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3229.12;3229.12;;;
anonymous teacher 61290366;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;997.86;1087.86;;;
anonymous teacher 61290461;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;448;988;115;;188
anonymous teacher 61307871;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;133.12;133.12;;;
anonymous teacher 61307884;COLLEGE OF LAW & MANAGEMENT STUDIES;GRAD SCHOOL OF BUS &LEADERSHIP;280.55;280.55;;;
anonymous teacher 61314699;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;2024;2424;;60;
anonymous teacher 61322271;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;411.24;630.24;;;
anonymous teacher 6142743;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;928.87;928.87;;;
anonymous teacher 61446324;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;27.75;27.75;;;
anonymous teacher 61460663;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";147;147;;;
anonymous teacher 61469046;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";2250;2250;;;
anonymous teacher 61495912;COLLEGE OF HUMANITIES;"SCHOOL OF REL; PHIL & CLASSICS";150.9;150.9;;;
anonymous teacher 61587364;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;140.5;140.5;;;
anonymous teacher 6160545;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;386.62;386.62;;;
anonymous teacher 61661978;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;210.74;210.74;;;
anonymous teacher 6171838;COLLEGE OF HUMANITIES;SCHOOL OF SOCIAL SCIENCES;579;801;;30;8
anonymous teacher 61775830;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;772.5;772.5;;;
anonymous teacher 61776086;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;391.95;745.95;;12;91
anonymous teacher 61806345;COLLEGE OF HEALTH SCIENCES;SCHOOL OF NURS & PUBLIC HEALTH;798.22;798.22;;;
anonymous teacher 61816376;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;421.5;455.5;;;
anonymous teacher 61850702;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;44.62;44.62;;;
anonymous teacher 61870198;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";1039.5;1039.5;;;
anonymous teacher 61953566;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;324.5;324.5;;;
anonymous teacher 62072732;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;70;70;;;
anonymous teacher 62095205;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";3875.99;3875.99;;;
anonymous teacher 62115595;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;0;316;;148.2;407.4
anonymous teacher 62153296;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;140.87;140.87;;;
anonymous teacher 62198765;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";749.25;1559.25;;;32
anonymous teacher 62249784;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;31.16;31.16;;;
anonymous teacher 62334073;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;81;81;;;
anonymous teacher 62340534;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;754.65;802.65;;;
anonymous teacher 62370792;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";77.62;527.62;753.6;1100.8;599.6
anonymous teacher 62375918;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;1076.5;1076.5;7.2;19.8;
anonymous teacher 62381062;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1780.5;1780.5;;;
anonymous teacher 6239217;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";1816.5;1816.5;;;
anonymous teacher 62494748;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";2059.25;2059.25;;;
anonymous teacher 62514212;COLLEGE OF HEALTH SCIENCES;SCHOOL OF CLINICAL MEDICINE;486.25;486.25;;;
anonymous teacher 62526797;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;341.5;341.5;;;
anonymous teacher 62553637;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";105;105;;;
anonymous teacher 62559677;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;737.65;737.65;;;
anonymous teacher 62565222;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";827.77;929.77;16;57.8;8
anonymous teacher 6270;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;140.86;140.86;;;
anonymous teacher 62732927;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1069.46;1069.46;;;
anonymous teacher 62771363;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;60;60;;;
anonymous teacher 62773052;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";70.5;70.5;;;
anonymous teacher 62775165;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";189.5;493.5;127.4;94.4;284.2
anonymous teacher 62788523;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;211;211;;;
anonymous teacher 62845702;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;255;255;;;
anonymous teacher 62849050;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";466.61;545.61;;;68
anonymous teacher 62849801;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";239.12;239.12;;;
anonymous teacher 62857028;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 62891556;COLLEGE OF HEALTH SCIENCES;SCHOOL OF LAB MED & MEDICAL SC;1759.71;1759.71;;;
anonymous teacher 6292528;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;289.75;289.75;;;
anonymous teacher 62976438;COLLEGE OF LAW & MANAGEMENT STUDIES;SCHOOL OF LAW;552.48;552.48;;;
anonymous teacher 63003523;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;177;177;;;
anonymous teacher 63020721;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;162;162;;;
anonymous teacher 63071250;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";683.48;728.48;;;19.8
anonymous teacher 63080281;COLLEGE OF LAW & MANAGEMENT STUDIES;COLLEGE ADMIN OFFICE:L&MS;45;45;;;
anonymous teacher 63110063;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;666.72;1214.72;152;31.8;152
anonymous teacher 63111470;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF ENGINEERING;302.5;302.5;;;
anonymous teacher 63129250;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;388.5;626.5;;;60
anonymous teacher 63178252;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";462.39;632.39;;;30
anonymous teacher 63189824;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;783.23;783.23;;;
anonymous teacher 63195310;COLLEGE OF HEALTH SCIENCES;SCHOOL OF HEALTH SCIENCES;1232.25;1232.25;19.8;;
anonymous teacher 63200260;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF ACC; ECONOMICS&FIN";424.18;694.18;96;14.2;55.2
anonymous teacher 63238258;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";188.62;188.62;;;
anonymous teacher 63307667;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF CHEMISTRY & PHYSICS;465.5;465.5;30;;
anonymous teacher 63328957;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 63356208;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF MATHS;STATS &COMP SC";463.45;508.45;19.8;30;8
anonymous teacher 63365912;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;21;21;;;
anonymous teacher 63371384;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";SCHOOL OF LIFE SCIENCES;695.96;695.96;;;
anonymous teacher 63378119;"COLLEGE OF AGRICULTURE; ENGINEERING & SCIENCE";"SCHOOL OF AGRI; EARTH & ENV SC";1226;1226;;;
anonymous teacher 63378793;COLLEGE OF LAW & MANAGEMENT STUDIES;"SCHOOL OF MAN; INFO TECH &GOV";883;943;;;
anonymous teacher 63391149;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;90;90;;;
anonymous teacher 63407973;COLLEGE OF HUMANITIES;SCHOOL OF APPLIED HUMAN SC;1431.57;1499.57;;38;
anonymous teacher 63411454;COLLEGE OF HUMANITIES;SCHOOL OF ARTS;8;8;;;
anonymous teacher 63433762;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;868.62;1026.62;;;8
anonymous teacher 6347607;COLLEGE OF HUMANITIES;SCHOOL OF EDUCATION;66;66;;;
